content,score
"kenapa setiap saya mau update premium bayar via Spotify selalu gagal. tulisannya dsuruh periksa pengaturan dan coba lagi. Sudah diperiksa, internet lancar, masih gak bisa. Tolong ya in bagaimana menyelesaikan masalahnya",3
"sekarang lagunya gabisa diputar semua harus premium dulu, kalo masalah iklan sih ga masalah tapi ini kenapa kok mau ganti lagu harus nunggu premium dulu.",1
"bintang 4 dlu ya, dikarenakan ada beberapa lagi yg tidak ditampilkan / tidak dapat memuat lirik lagu (mungkin semacam bug). Jika sudah dibenarkan mungkin akan dapat bintang yg lebih tinggi",4
"Sayangnya spotify skrg penuh dngan iklan horror yg ga bermanfaat kalau mnurut saya apalagi yg ga suka horror yaa .. Enak2 santai msuknya poadcast2 horror yg trllu dbuat2 .. Mnding2 dkurangin aja .. Krna uda bagus smua music ada, eeh kedatengan iklan2 horror",4
"woww iklannya banyak banget, masa iya setiap putar 1 lagu langsung iklan? kalau bisa tolong dikurangi iklannya yaa developer, karena saya user gratisan. terimakasih",1
"bokep, gua tau kalo gua make Spotify free, tapi iklan nya gosah ngelunjak lah, 1 lagu 2 iklan anjimh, mending kalo ada jeda iklannya misal 1 lagu 2 iklan terus 3 - 4 lagu seterusnya gaada iklan, lah ini, 1 lagu 2 iklan, pas ke next nya iklan lagi, 2 iklan, jembut",2
"Aplikasinya bagus bisa denger lagu tiap malam,tapi kok saya pas pengen ambil paket premiumnya selalu gak bisa dan ada tulisan Tidak dapat menghubungi,mohon untuk di perbaiki lagi",4
"Kenapa ya kok mau beli paket premium tapi pas mau pembayaran pakek pulsa ada tulisan ""TIDAK DAPAT TERHUBUNG"" padahal internet lancar dan katanya di suruh ke pengaturan tapi apa yang harus di atur?? Tolong dong bantuannya",3
"Ngebet amat premium, masa sekarang cuma 6 lagu per hari, udah cukup ga urut lagunya lah masa harus 6 lagu per hari. Dengarkan para orang yang emang belum cukup duit lah Spotify.",1
"Semenjak Spotify diperbaharui apk jadi banyak gangguan, dimulai dari iklan terus kita harus premium dulu kalo mau full seharian dengerin musik, sumpah sih tolong balikan Spotify yg dulu pleaseee🙏🏻",1
"Makin lama aplikasi spotify makin kaya sampah, lirik lagu kebanyakan gak ada, dan rata-rata lagu yang saya masukin playlist hilang semua liriknya, apa harus nunggu aplikasi pendatang baru biar kaya nasib nokia dengan android?",1
"Kenapa ya saya mau premium tapi pas saya mau pilih metode pembayaran malah ada bug ""Koneksi tidak terhubung""? Dan membuat saya tidak bisa premium,Padahal internet saya aman aman aja, tolong diperbaiki.",1
"jelek banget, iklannya ga ngotak banyaknya, mau pindahin akun ke hp yg baru g bisa, karena lupa pw, benerin dong biar bisa liat pw kita, kalo lupa gmn hah mana dikit dikit premium, lama lama kalo buka spotify keknya harus bayar dulu",1
Untuk semua udh bagus kalo gak premium muncul iklan juga gak banyak kok cuman yg paling mengganggu itu pas mau liat lirik lagu gak bisa jadi tolong di perhatiin demi kenyamanan Pengguna,3
"1.Iklan nya terlalu sering muncul 2.gabisa di putar sesuai urutan karena harus premium,tolong kembalikan seperti dulu",1
"Bisakah iklan nya jagan sering sering.. lagi enak enak denger lagu eh.. iklan, mana lagi menghayati banget itu.. wkwkw itu aj si selebih nya ok banget.. (btw gw gak premium karena no budget wkwk)",4
"kenapa deh liriknya gabisa dimuat 🙄🙄🙄 iklannya juga makin makin, ngeganggu. skip lagu juga dibatasi after all udh bagus, lagunya juga lengkap.",3
ini knapa ya spotify ..setiap saya mau payment ko selalu gabisa dgn alasan sinyal padahal saya selalu pake wifi .. dan ketika saya ingin membeli spotify premium card selalu bermasalah..agak lain emang,2
"Kenapa ya setelah di update ga bisa liat lirik atau tertulis ( Lirik Tidak Dapat Di Putar ) , Tapi ttp bagus kok updatean nya cuman agak di perbaiki lirik nya itu loh Mau denger lagu Billie Eilis What Was I Made For? Aja ga bisa",4
"Sekarang Spotify kebanyakan iklan,ngga kayak dulu,mana ngga bisa di skipp!bisa ngga sih ngga usah buat kek gini demi pada pake premium?ngganggu banget tau ngga? NOT RECOMMENDED!",1
"setelah update, musik yang kita masukkan playlist hampir TIDAK pernah diputar bagi akun yang tidak premium. jujur ini sangat mengganggu.",2
Lagunya cukup banyak namun alangkah baiknya jika ditambahkan lagu cover dari lagu originalnya seperti yt music. Buat yg komplain masalah iklan dsb. beli premium aja napa banyak kok yg jualan jasa premium app lebih murah lagi dibanding beli lewat aplikasi.,4
spotify aneh banget. belakangan ini udah ga bisa muter lagu lagi. dan setiap aku ngebuka aplikasinya hp ku selalu ngelag dan panas. masa harus premium dulu baru bisa dengerin lagu. ga banget,1
"Aplikasi ini bagus sekali, dulu aku kalo mau dengarkan musik di yutube, kalo sekarang ada spotify jadi enak deh dengarin musik.",5
"Dulu Spotify setiap dengerin lagu selalu ada lirik lagunya, tapi setelah di update setiap mau dengerin lalu ga pernah ada lirik nya selalu ga tersinkron padahal koneksi sudah bagus, mohon update selanjutnya di tindak lanjuti lagi",3
"1. Liriknya beberapa ada yang tidak ada/ tidak bisa dimuat 2. Iklan terlalu banyak, hampir disetiap ganti lagi Pasti ada iklan",2
"nenurut saya kalo masalah iklan si masi oke karena kalo mau ga ada iklan ya premium, tapi plis janga yg horor dong iklannya. sekarang spotify minus nya cuma satu kenapa lirik nya sekarang banyak yg ga bisa di tampilin padahal biasanya ada liriknya",4
"saya memberikan nilai sebanyak 5bintang, itu yang membuat bisa menjadi lebih Nyaman, dan juga bisa membuat lebih baik, tapi seakan akan saya memang sangat lebih senang untuk mendengar kan Spotify putar musing, dan ya begitulah dari kesenangan saya untuk membuat dari kehobian untuk membuat pengalaman di masalalu saya, dan juga ke terhadap teman teman saya, dan terimakasih banyak atas dari bantuannya telah selalu mendukung bagi sosial",5
"sering terjadi delay saat memutar/mencari judul musik padahal sinyal bagus, setiap iklan selalu berbau horor jadi sangat meresahkan pendengar non premium saat malam",3
"Mau pembelian premium lewat google Play ketika pembayaran malah ada tulisan pastikan negara benar di akun play,mau lewat spotify nya langsung tidak dapat menghubung padahal sudah pake wifi pake data juga kenceng sinyal nya ini gimana ya spotify? 🥲😭",1
"1 lagu diputar muncul 3 iklan wow...pdhal masa spotify berbayar baru berakhir sebulan yg lalu, trus iklan podcast yg mengganggu di tngah malam, klo iklannya menyenangkan ya tidak masalah, ini iklan podcast ttng hantu2, seram & menakutkan yg selalu ditampilkan",3
"Oi bro,kenapa saya mau muter lagu yang mau saya cari kenapa malah ada tulisan pilih lagu untuk di putar besok ? Emang kalo nyari lagu itu ada batasannya ya ? Baru tahu saya Anda kalo mau saya pake premium gk gini juga bro,saya lebih baik milih banyak iklan daripada tulisan pilih lagu untuk di putar besok kaya saya mau nyari lagu bebas malah gk di izinin",4
"Update yg baru ini jelek, kagak bisa pilih lagu sendiri, kagak bisa skip banyak banyak, emang agak laen, gw lebih suka update lama",2
"jadi banyak iklan,dan tdk bisa memilih lagu lagi,harus nunggu besok dlu baru bisa,jadi jelek bnget,lama lama bakal pindah user ke sebalah klo gini terus mah,jaringan jga jdi jelek pdhal hp gw (IPHONE 15 PRO MAX),TP ada sistem",1
"Applikasinya mantap, mudah/fleksibel/tdk rumit, ada teks liriknya juga dan bisa pilih lagu apa saja yg diinginkan",5
"App nya bagus tapi, Kenapaa saat mendownload tidak dan harus menjadi penguna pernium padahal waktu itu tidak seperti ini apa gara gara update soalnya pas mau dowload salah satu lagi itu tidak bisa harus menjadi penguna pernium, tidak seperti yang kemarin jika ingin mendownload lagu tidak butuh pemakaian pernium Mohon di perbaiki lagi ya🙏🙏",1
"Aplikasi jelek ,gak seperti dulu ,1 iklan 5 lagu masih oke lh tapi klo setiap 1 lagu diselangi iklan² gak wajar lagian iklan sekali dua buah iklan ,beda dgn dulu",1
knp sih sekarang Spotify harus bayar?? apa pen cepet kaya?? atau apa?? masa cuma mau matiin musik acak harus bayar?! gw GK suka update yg sekarang kebanyakan premium nya minimal GK banyakkin premium ny lhhh hargain lh yg GK mampu bayar buat beli premium!!,1
"Iklan nya kurang banyak woi,cape nunggu 30 detik setiap ganti lagi. Tolong lah yang gk Premium itu iklan nya di kurangi",2
"Ini kenapa ya bug atau apa sih? pas mau beli premium malah ga bisa dan selalu 'tidak dapat menghubung' padahal kuota lancar, tolong dong saya mau beli yang prem malah ga bisa jadi nya",1
"kebanyakan iklan, dulu sih ga terlu sering tapi sekarang satu lagu 2/3 iklan, kemarin sih masih 1 lagu 1 iklan, jadi kyk selang seling.",2
"Tolong ya iklan horornya di kurangi udh berkali2 padahal kasih alasan kenapa g suka iklanya tp muncul terus tuh gmn ya, ini pihak spotify g peduli sama org2 yg g suka iklan horor apa gmn si. Masalahnya jd kesel dengerin lagu atau murotal di spotify maksudnya biar meminimalisir ketakutan tp iklanya malah iklan horor tuh gmn ya tolong hapus iklan horor.",1
"Spotify sekarang beda, lebih maksain buat premium, tolong dong developernya, udah Nemu apk bagus buat dengerin musik, malah dipaksa buat premium, kacau",1
"Kebanyakan iklan, iya saya tau promosi premium cuma 54rb cuma ya ngga gitu amat dong, yg make spotify ngga semuanya bisa ke premium, ganggu banget tau, apalagi kalo pas weekend, iklan tiap ganti lagu anjir",2
"Hallo min jujur saya sangat suka dengan spotify, tapi kenapa akhir akhir ini untuk iklan nya kenapa jadi horror gitu ya?, saya tau saya harus membeli premium tapi tolong setidaknya untuk iklan bisa di ganti dengan yang lain jangan podcast horror, terimakasih",5
"Apaan banget bjirr di updet malah makin jlekk, trs baru aja buka spotify logout mulu udah cape cape buat akun baru malah gada perubahaan, lirik nya juga nggak bisa malah tidak dapat memuat, biasanya juga bisa latar belakang ehh sakrang gabisa malah mati mulu, emang si bagi pengguna gratisn fitur² udah di batasi bngtt tapi pliss lah ini ga nyaman bangtt banyak iklan horor nya",1
"Spotify sekarang iklannya makin sering, setiap habis dengerin 2 atau 3 lagu langsung ada iklan lagi, sebelum dengerin lagu juga harus dengerin iklan dulu.",2
Saya bisa menikmati lagu 2023 dan ada iklan gak ada video cuma ada suaranya dan saya berikan bintang karna lagu enak didengerin saat main game sama jogging dan saya berterimakasih atas lagu yang saya nikmati semoga kedepannya saya akan menjadi astronot terimakasih pembuat Spotify: Putar Musik dan dimana saja terimakasih Spotify,5
"Bagus banget,cuma kalo bisa semua lagu tolong di kasih lirik biar gampang ngapalin lagunya,juga iklannya kalau bisa tolong di kurangin. Makasih🙏",4
Kenapa ya kalo setiap klik lagu baru langsung ada iklan contohnya lagi dengerin lagu seventeen JKT48 trus mau ganti ke lagu lain waktu di klik tu langsung ada iklan mana 30 detik lagi,4
"Spotify akhir akhir ini banyak iklan sering banget mau putar lagu aja harus ada iklan terus, dulu juga ada tapi gaknsesering sekarang.",3
"nyesel(bngt) aku update demi kilas balik. iklan banyak nya MasyaAllah, bisa 5 kali berturut². Padahal baru mau nyetel lagu, mana skip²an nya sekarang terbatas. Klik lagu juga terbatas, lirik di hilangin. kalo iklan cuma 1/2 kali mah gapapa, LA INI 5 KALI YA ALLAH, malah lebih kayaknya🥰 bleh update ku di batalin gak e. PROFIL KU SERING NGEBUG, SEKARANG KALAU GANTI FOTO PROFIL, HARUS 2 KALI BIAR KE GANTI",3
"Sungguh mengecewakan, banyak sekali bug seperti setelah iklan lagu selanjutnya tidak berputar, coba premium pun sama... Sungguh menjijikan",1
Wah.. ditawarkan paket premium 3 bulan dengan bayar 59.000 + pajak jadi 64 000 + setelah dibayar malah ditagih lagi.. pembayaran anda gagal.. Telkomsel sudah mengeluarkan bukti lewat sms.. tapi dibilang gagal bayar? 🤔🤔🤔😡 Ternyata update terbaru nya terlalu lama pembayarannya sudah hampir seminggu.. bikin gagal emosi 🤣,1
"Ga lucu, kebanyakan lagu tidak memiliki lirik saat mau mendengarkan lagu sambil nanyi liriknya tidak ada, Balkan lagu2 favorit saya rata2 tidak memiliki lirik maksud saya, lirik nya tidak dapat memuat atau tidak dapat Muncul",2
"Spotify bagus cuman akhir ini banyak kendala, seperti lirik lagu tidak bisa diputar dan dibutuhkan premium untuk memilih lagu,dan terlalu banyak iklan",2
"Sangat bagus,keren dan saya sangat suka dengan Spotify,,,sukses terus dan membuka lagu lagu terbaru,,,tingkat kan kualitas nya,,pokonya sukses selalu Spotify",5
"salah satu aplikasi musik terbaik saat ini. hanya saran saja, perbanyak lagi lagu-lagu musisi Indonesia, khususnya musisi-musisi lama. thanks Spotify",5
"Bagus tapi dlu sebelum update, aku bisa download lagu dan dengerin lagu secara offline, tapi sekarang udh g bisa lagi 😥😥 tolong spotify, jgn premium laahhh utk download lagu doang pliiissssss,,, klo g blh gpp deh...... yg penting kembaliin fitir biar bisa download lagi...",3
"Dari dlu suka spotify, tpi skrg kok jdi ga bisa memutar lirik? Apa karna harus premium? Tolong lah pdhl dlu ga harus premium udh bs ada liriknya. Iklan sebegitunya masih bisa ku terima lah, ini g ad lirik loh parah bgt",2
Fitur nya makin banyak tapi sayang banget fitur lirik di banyak lagu tidak tersedia. Padahal dulu sebelum update hampir semua lagu ada liriknya.,4
Aplikasi nya sudah sangat bagus tapi ada 1 yg bikin saya terganggu iklan nya tolong bisa jangan terlalu sering soalnya saya setelah ganti lagu sering kena iklan muku,4
"tolong dong iklannya sekarang jangan yang serem², lagi enak dengerin lagu malah jadi horror. sama liriknya sekarang banyak yang ngga muncul. Tolong segera diperbaiki ya",3
"Spotify plis lah jangan semua harus pake premium cuman mau pasang lagi di playlist aja harus premium gimana nasib pengguna yang tidak ada uang untuk membeli premium seperti saya, plis lah Spotify jangan semua harus pake premium, Spotify GK mau rugi👎👎👎👎",1
"Kok saya gk bisa login ya di akun nya pdhl udh pake sandi yg bener, trs ada muncul tulisan ""anda bisa menggunakan akun ini di luar negeri selama 14 hari"" habis itu disuruh ubah lokasi aslii gw bingung batt mana lelet bgtt lg pdhl udh pake wifi gk bisa akhirnya pake kuota yg baru beli ttp aja gk bisa login, ini gmn sih??!!! Gw udh coba berukang kali ttp aja gk bisa masuk",1
"parah bgt,gak di bebasin dengerin musik,emang seberharga itu ya??,ada notifikasi ""pilih lagu untuk di putar lagi besok""emang kalo gak premium bedakah?,sama aja.",2
Gue sih pribadi suka sama app ini akan tetapi banyak sekali iklan nya di akun teman ku yang lain iklan nya sama 30 detik per 10 lagu kalau gue 1 lagu baru 1 menit iklan nya 💀💀💀💀💀,3
"Dear Spotify, Kalau mau promosi iklan gausah podcast serem serem bikin mimpi buruk aja habisnya itu akan mengganggu pendengar yang non premium sampai tidak bisa tidur Tolong dikurangi iklan podcast tersebut dan ganti dengan iklan yg lain",1
"Lagunya bagus² dan hampir semua lagi tapi sayang iklan terkadang sangat mengganggu dan terlalu sering, hampir setiap pergantian lagu pasti salalu ada iklan.",4
"Ini kenapa sih sering susah login, pw sama email sudah benar loh masih aja dibilang kombinasi salah. Dikira gw sendiri salah ketik eh taunya kalau kena hoki bisa aja login tanpa ada gw utak-atik lagi pw nya",1
"Udh beli premium,malah banyak bufferingnya . Mau download lagu offline malah gabisa download sama sekali . Update bugnya !!",1
"Sekalinya beli premium 2 bulan, susah banget mau masuk aplikasi. Gagal terus. Mau muter lagu, delaynya lama banget. Berapa x update ttp g ad perbaikan. Merasa rugi beli premium kalau kayak gini",1
"Aplikasinya bagus banget, pilihan nya juga lengkap. Sayangnya ada beberapa lagu yang tidak ada liriknya. Mohon untuk ditambahkan lagi liriknya. Terimakasih 😊🙏",5
"Tolong Spotify kalau iklan terputar jangan muter yang horor dong, boleh tapi jangan kontennya juga diputar. Agak menggangu saat lagi ngak premium. Please bangett, SANGAT MENGGANGU.",1
"Sangat di saran kan menggunakan premium, dengan berbagai macam musik disini, pokok nya relax dah dengan lagu sesuai selera",5
"Enak banget, lagu lagu nya, apalagi ada spotify wrapped, kalo bisa ditambahin lagi yang kaya spotify wrap, nunjukin data kita udah dengerin lagu berapa jam semenjak kita download, begitulah intinya",5
"Mhon maaf saya ngsih bintang 4, spotify itu emng sebaguss ini, tpi sekarng bnyak bnget kendala nya, terutama pas kita lagi dengerin musik langsung tuh tiba¹ ada iklan. Iklan nya bukan cuma 1 tpi lumayan bnyk juga, tolong ya di kurungi iklan nya🙏🙏",4
"Aplikasinya sih bagus,, cuman kadang-kadang suka banyak iklan,, abis putar 3 lagu biasanya suka iklan,",4
"lumayan memuaskan lah, tapi kurangnya kadang tuh beberapa lagu gada lirik nya, jadi agak gimana gitu kaya ada yang kurang kalo denger lagu, semoga bisa di perbaiki ya👍🏻👍🏻",4
